Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/api/cart?sessionId=cd9a6b98-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a6b98-857a-11f1-80a3-e58355e4aa54'),8,2026-07-22T03:10:48Z,2026-07-22T03:24:41Z
POST,/api/product-ask-ai-assistant/0PUK6V6EV0,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/0PUK6V6EV0'),46,2026-07-22T03:10:12Z,2026-07-22T03:24:36Z
GET,/api/cart?sessionId=cd013f04-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd013f04-857a-11f1-80a3-e58355e4aa54'),9,2026-07-22T03:16:16Z,2026-07-22T03:23:12Z
GET,/api/cart?sessionId=cbcf53be-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcf53be-857a-11f1-80a3-e58355e4aa54'),8,2026-07-22T03:15:26Z,2026-07-22T03:24:27Z
POST,/api/product-ask-ai-assistant/6E92ZMYYFZ,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/6E92ZMYYFZ'),48,2026-07-22T03:09:53Z,2026-07-22T03:23:32Z
GET,/api/cart?sessionId=cd011952-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd011952-857a-11f1-80a3-e58355e4aa54'),15,2026-07-22T03:12:21Z,2026-07-22T03:24:39Z
GET,/api/cart?sessionId=cc684510-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc684510-857a-11f1-80a3-e58355e4aa54'),12,2026-07-22T03:16:36Z,2026-07-22T03:24:36Z
GET,/api/cart?sessionId=cbcf66a6-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcf66a6-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:12:36Z,2026-07-22T03:23:39Z
GET,/api/product-reviews/9SIQT8TOJO,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/9SIQT8TOJO'),99,2026-07-22T03:10:24Z,2026-07-22T03:24:47Z
GET,/api/cart?sessionId=cc685f96-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc685f96-857a-11f1-80a3-e58355e4aa54'),7,2026-07-22T03:12:14Z,2026-07-22T03:22:00Z
GET,/api/cart?sessionId=cc682cba-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc682cba-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:12:03Z,2026-07-22T03:24:30Z
GET,/api/product-reviews/1YMWWN1N4O,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/1YMWWN1N4O'),98,2026-07-22T03:09:57Z,2026-07-22T03:24:45Z
GET,/api/recommendations?productIds=6E92ZMYYFZ,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=6E92ZMYYFZ'),129,2026-07-22T03:09:51Z,2026-07-22T03:24:45Z
GET,/api/product-reviews/6E92ZMYYFZ,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/6E92ZMYYFZ'),82,2026-07-22T03:10:13Z,2026-07-22T03:24:17Z
POST,/api/product-ask-ai-assistant/L9ECAV7KIM,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/L9ECAV7KIM'),60,2026-07-22T03:09:55Z,2026-07-22T03:24:41Z
GET,/api/cart?sessionId=cd9a73ae-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a73ae-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:14:10Z,2026-07-22T03:22:34Z
GET,/api/products/1YMWWN1N4O,HTTPError('500 Server Error: Internal Server Error for url: /api/products/1YMWWN1N4O'),729,2026-07-22T03:09:51Z,2026-07-22T03:24:47Z
GET,/api/product-reviews/L9ECAV7KIM,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/L9ECAV7KIM'),100,2026-07-22T03:09:55Z,2026-07-22T03:24:34Z
GET,/api/cart?sessionId=cd00e93c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd00e93c-857a-11f1-80a3-e58355e4aa54'),9,2026-07-22T03:11:10Z,2026-07-22T03:21:05Z
GET,/api/cart?sessionId=cd014378-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd014378-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:11:51Z,2026-07-22T03:22:53Z
GET,/api/products/6E92ZMYYFZ,HTTPError('500 Server Error: Internal Server Error for url: /api/products/6E92ZMYYFZ'),784,2026-07-22T03:09:51Z,2026-07-22T03:24:47Z
GET,/api/product-reviews/66VCHSJNUP,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/66VCHSJNUP'),102,2026-07-22T03:09:54Z,2026-07-22T03:24:44Z
GET,/api/cart?sessionId=cd00ed9c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd00ed9c-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:10:30Z,2026-07-22T03:24:40Z
GET,/api/cart?sessionId=cbcfe392-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfe392-857a-11f1-80a3-e58355e4aa54'),18,2026-07-22T03:11:19Z,2026-07-22T03:24:11Z
GET,/api/cart?sessionId=cd0110a6-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd0110a6-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:12:07Z,2026-07-22T03:24:23Z
POST,/api/product-ask-ai-assistant/1YMWWN1N4O,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/1YMWWN1N4O'),51,2026-07-22T03:09:58Z,2026-07-22T03:24:38Z
GET,/api/cart?sessionId=cd0103ae-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd0103ae-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:16:22Z,2026-07-22T03:23:46Z
GET,/api/recommendations?productIds=1YMWWN1N4O,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=1YMWWN1N4O'),162,2026-07-22T03:09:51Z,2026-07-22T03:24:45Z
GET,/api/cart?sessionId=cc684970-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc684970-857a-11f1-80a3-e58355e4aa54'),10,2026-07-22T03:13:41Z,2026-07-22T03:22:00Z
GET,/api/cart?sessionId=cbcf9824-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcf9824-857a-11f1-80a3-e58355e4aa54'),12,2026-07-22T03:13:26Z,2026-07-22T03:24:17Z
GET,/api/cart?sessionId=cd99c8c8-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99c8c8-857a-11f1-80a3-e58355e4aa54'),10,2026-07-22T03:13:09Z,2026-07-22T03:23:34Z
GET,/api/cart?sessionId=cc68323c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc68323c-857a-11f1-80a3-e58355e4aa54'),13,2026-07-22T03:10:41Z,2026-07-22T03:24:18Z
GET,/api/recommendations?productIds=LS4PSXUNUM,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=LS4PSXUNUM'),153,2026-07-22T03:09:51Z,2026-07-22T03:24:43Z
GET,/api/products/HQTGWGPNH4,HTTPError('500 Server Error: Internal Server Error for url: /api/products/HQTGWGPNH4'),772,2026-07-22T03:09:50Z,2026-07-22T03:24:47Z
GET,/api/cart?sessionId=cbcfb91c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfb91c-857a-11f1-80a3-e58355e4aa54'),7,2026-07-22T03:15:47Z,2026-07-22T03:24:23Z
GET,/api/cart?sessionId=cc688048-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc688048-857a-11f1-80a3-e58355e4aa54'),10,2026-07-22T03:11:38Z,2026-07-22T03:22:29Z
GET,/api/cart?sessionId=cd9a1e0e-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a1e0e-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:11:50Z,2026-07-22T03:24:40Z
GET,/api/cart?sessionId=cd99a85c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99a85c-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:11:20Z,2026-07-22T03:24:35Z
GET,/api/cart?sessionId=cd012d98-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd012d98-857a-11f1-80a3-e58355e4aa54'),13,2026-07-22T03:10:11Z,2026-07-22T03:23:46Z
GET,/api/cart?sessionId=cbcfc0c4-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfc0c4-857a-11f1-80a3-e58355e4aa54'),10,2026-07-22T03:12:58Z,2026-07-22T03:23:41Z
GET,/api/products/0PUK6V6EV0,HTTPError('500 Server Error: Internal Server Error for url: /api/products/0PUK6V6EV0'),740,2026-07-22T03:09:50Z,2026-07-22T03:24:41Z
GET,/api/cart?sessionId=cd99e52e-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99e52e-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:11:43Z,2026-07-22T03:23:02Z
GET,/api/cart?sessionId=cbcfb4a8-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfb4a8-857a-11f1-80a3-e58355e4aa54'),15,2026-07-22T03:13:07Z,2026-07-22T03:24:23Z
GET,/api/cart?sessionId=cd01080e-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd01080e-857a-11f1-80a3-e58355e4aa54'),12,2026-07-22T03:14:17Z,2026-07-22T03:23:39Z
GET,/api/cart?sessionId=cc6805a0-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc6805a0-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:11:33Z,2026-07-22T03:24:00Z
GET,/api/cart?sessionId=cc682742-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc682742-857a-11f1-80a3-e58355e4aa54'),13,2026-07-22T03:11:16Z,2026-07-22T03:24:41Z
GET,/api/cart?sessionId=cc67fc4a-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc67fc4a-857a-11f1-80a3-e58355e4aa54'),10,2026-07-22T03:11:29Z,2026-07-22T03:24:34Z
GET,/api/products/66VCHSJNUP,HTTPError('500 Server Error: Internal Server Error for url: /api/products/66VCHSJNUP'),783,2026-07-22T03:09:51Z,2026-07-22T03:24:46Z
GET,/api/cart?sessionId=cbcff2e2-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcff2e2-857a-11f1-80a3-e58355e4aa54'),13,2026-07-22T03:10:36Z,2026-07-22T03:23:29Z
GET,/api/cart?sessionId=cc681842-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc681842-857a-11f1-80a3-e58355e4aa54'),20,2026-07-22T03:14:09Z,2026-07-22T03:24:46Z
POST,/api/product-ask-ai-assistant/2ZYFJ3GM2N,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/2ZYFJ3GM2N'),53,2026-07-22T03:09:58Z,2026-07-22T03:23:41Z
GET,/api/cart?sessionId=cbcfed42-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfed42-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:13:01Z,2026-07-22T03:24:42Z
GET,/api/recommendations?productIds=9SIQT8TOJO,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=9SIQT8TOJO'),135,2026-07-22T03:09:50Z,2026-07-22T03:24:39Z
GET,/api/cart?sessionId=cc68134c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc68134c-857a-11f1-80a3-e58355e4aa54'),9,2026-07-22T03:15:14Z,2026-07-22T03:24:40Z
GET,/api/products/9SIQT8TOJO,HTTPError('500 Server Error: Internal Server Error for url: /api/products/9SIQT8TOJO'),757,2026-07-22T03:09:50Z,2026-07-22T03:24:43Z
GET,/api/cart?sessionId=cd9a185a-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a185a-857a-11f1-80a3-e58355e4aa54'),5,2026-07-22T03:18:19Z,2026-07-22T03:24:16Z
GET,/api/cart?sessionId=cc683fde-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc683fde-857a-11f1-80a3-e58355e4aa54'),20,2026-07-22T03:12:35Z,2026-07-22T03:24:40Z
GET,/api/cart?sessionId=cbcfcda8-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfcda8-857a-11f1-80a3-e58355e4aa54'),18,2026-07-22T03:11:16Z,2026-07-22T03:24:34Z
GET,/api/cart?sessionId=cc68564a-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc68564a-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:10:10Z,2026-07-22T03:24:40Z
GET,/api/product-reviews/HQTGWGPNH4,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/HQTGWGPNH4'),79,2026-07-22T03:09:59Z,2026-07-22T03:24:40Z
GET,/api/cart?sessionId=cd9a7908-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a7908-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:11:51Z,2026-07-22T03:24:40Z
GET,/api/cart?sessionId=cd012578-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd012578-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:12:16Z,2026-07-22T03:23:40Z
GET,/api/recommendations?productIds=OLJCESPC7Z,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=OLJCESPC7Z'),151,2026-07-22T03:09:54Z,2026-07-22T03:24:42Z
GET,/api/cart?sessionId=cd01297e-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd01297e-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:10:56Z,2026-07-22T03:24:09Z
GET,/api/cart?sessionId=cd99fe42-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99fe42-857a-11f1-80a3-e58355e4aa54'),9,2026-07-22T03:12:48Z,2026-07-22T03:23:29Z
GET,/api/cart?sessionId=cbcf928e-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcf928e-857a-11f1-80a3-e58355e4aa54'),6,2026-07-22T03:11:54Z,2026-07-22T03:17:47Z
POST,/api/product-ask-ai-assistant/LS4PSXUNUM,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/LS4PSXUNUM'),41,2026-07-22T03:10:09Z,2026-07-22T03:24:35Z
GET,/api/cart?sessionId=cc685208-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc685208-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:12:14Z,2026-07-22T03:24:12Z
GET,/api/cart?sessionId=cbcfa670-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfa670-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:14:57Z,2026-07-22T03:23:45Z
GET,/api/cart?sessionId=cd9a0716-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a0716-857a-11f1-80a3-e58355e4aa54'),8,2026-07-22T03:14:27Z,2026-07-22T03:24:01Z
GET,/api/recommendations?productIds=66VCHSJNUP,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=66VCHSJNUP'),154,2026-07-22T03:09:52Z,2026-07-22T03:24:45Z
GET,/api/product-reviews/0PUK6V6EV0,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/0PUK6V6EV0'),82,2026-07-22T03:09:51Z,2026-07-22T03:24:40Z
POST,/api/product-ask-ai-assistant/66VCHSJNUP,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/66VCHSJNUP'),60,2026-07-22T03:09:58Z,2026-07-22T03:24:34Z
GET,/api/cart?sessionId=cd0131f8-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd0131f8-857a-11f1-80a3-e58355e4aa54'),15,2026-07-22T03:10:32Z,2026-07-22T03:23:23Z
GET,/api/cart?sessionId=cc68710c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc68710c-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:12:08Z,2026-07-22T03:24:33Z
GET,/api/products/2ZYFJ3GM2N,HTTPError('500 Server Error: Internal Server Error for url: /api/products/2ZYFJ3GM2N'),713,2026-07-22T03:09:50Z,2026-07-22T03:24:46Z
POST,/api/product-ask-ai-assistant/OLJCESPC7Z,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/OLJCESPC7Z'),49,2026-07-22T03:10:13Z,2026-07-22T03:24:46Z
GET,/api/products/L9ECAV7KIM,HTTPError('500 Server Error: Internal Server Error for url: /api/products/L9ECAV7KIM'),771,2026-07-22T03:09:50Z,2026-07-22T03:24:46Z
GET,/api/products/LS4PSXUNUM,HTTPError('500 Server Error: Internal Server Error for url: /api/products/LS4PSXUNUM'),761,2026-07-22T03:09:51Z,2026-07-22T03:24:47Z
GET,/api/cart?sessionId=cbcfd6c2-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfd6c2-857a-11f1-80a3-e58355e4aa54'),10,2026-07-22T03:13:25Z,2026-07-22T03:24:23Z
GET,/api/cart?sessionId=cbcf8b36-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcf8b36-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:13:00Z,2026-07-22T03:24:34Z
GET,/api/cart?sessionId=cbcff760-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcff760-857a-11f1-80a3-e58355e4aa54'),10,2026-07-22T03:18:35Z,2026-07-22T03:23:25Z
GET,/api/cart?sessionId=cd009950-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd009950-857a-11f1-80a3-e58355e4aa54'),12,2026-07-22T03:11:35Z,2026-07-22T03:24:43Z
GET,/api/cart?sessionId=cd99b8c4-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99b8c4-857a-11f1-80a3-e58355e4aa54'),7,2026-07-22T03:14:44Z,2026-07-22T03:23:03Z
GET,/api/cart?sessionId=cbcfa148-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfa148-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:11:07Z,2026-07-22T03:24:34Z
GET,/api/cart?sessionId=cd99b0cc-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99b0cc-857a-11f1-80a3-e58355e4aa54'),9,2026-07-22T03:11:07Z,2026-07-22T03:24:17Z
GET,/api/cart?sessionId=cd99ed1c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99ed1c-857a-11f1-80a3-e58355e4aa54'),5,2026-07-22T03:21:12Z,2026-07-22T03:24:24Z
GET,/api/cart?sessionId=cd00fab2-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd00fab2-857a-11f1-80a3-e58355e4aa54'),15,2026-07-22T03:11:27Z,2026-07-22T03:24:17Z
GET,/api/cart?sessionId=cd9a2a52-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a2a52-857a-11f1-80a3-e58355e4aa54'),18,2026-07-22T03:11:44Z,2026-07-22T03:24:40Z
GET,/api/cart?sessionId=cd012172-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd012172-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:13:18Z,2026-07-22T03:24:32Z
GET,/api/cart?sessionId=cc687aee-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc687aee-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:10:41Z,2026-07-22T03:22:53Z
